Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,lcredit,Age2,default
26,male,1,own,little,moderate,590,6,radio/TV,6.380122536899765,676,1
65,male,2,own,,,930,12,radio/TV,6.835184586147301,4225,1
55,male,3,free,little,moderate,9283,42,car,9.135940049399933,3025,1
26,female,0,rent,little,moderate,1778,15,car,7.48324441607385,676,2
26,male,2,own,little,moderate,907,8,business,6.810142450115136,676,1
28,male,1,own,little,moderate,484,6,radio/TV,6.182084906716632,784,1
24,male,2,own,little,little,9629,36,car,9.172534657240284,576,2
54,male,2,own,little,little,3051,48,domestic appliances,8.02322468471667,2916,2
46,male,2,free,little,little,3931,48,car,8.27664912542186,2116,2
54,female,2,rent,little,moderate,7432,36,car,8.913550280493675,2916,1
62,male,2,own,quite rich,,1338,6,domestic appliances,7.198931240688173,3844,1
24,female,2,rent,little,,1554,6,radio/TV,7.348587530927593,576,1
43,male,3,own,little,little,15857,36,vacation/others,9.671366322189568,1849,1
26,male,2,own,little,little,1345,18,radio/TV,7.20414929203594,676,2
27,male,2,own,little,,1101,12,car,7.00397413672268,729,1
24,male,2,own,little,rich,3016,12,radio/TV,8.011686729127847,576,1
41,male,2,own,little,little,2712,36,furniture/equipment,7.905441649060286,1681,2
47,male,1,own,little,little,731,8,car,6.594413459749778,2209,1
35,male,3,own,little,,3780,18,furniture/equipment,8.237479288613633,1225,1
30,male,2,own,little,little,1602,21,car,7.379008127628304,900,1
33,female,2,rent,little,little,3966,18,car,8.285513309079741,1089,2
36,male,2,own,little,,4165,18,business,8.334471554600944,1296,2
47,male,2,free,,little,8335,36,car,9.028218795184896,2209,2
38,male,2,free,,moderate,6681,48,business,8.807022955925477,1444,1
44,male,2,own,quite rich,,2375,24,business,7.772752716468742,1936,1
23,female,2,rent,little,little,1216,18,car,7.103322062526113,529,2
29,male,2,rent,little,little,11816,45,business,9.377209824211215,841,2
42,female,2,own,,moderate,5084,24,radio/TV,8.533853632309345,1764,1
25,female,1,own,little,rich,2327,15,radio/TV,7.752335163302292,625,2
48,male,2,own,little,little,1082,12,car,6.9865664594064265,2304,2
21,female,2,own,,,886,12,radio/TV,6.786716950605081,441,1
23,female,1,rent,little,,601,4,furniture/equipment,6.398594934535208,529,1
63,male,2,own,little,little,2957,24,car,7.991930519852477,3969,1
46,male,2,own,little,,2611,24,radio/TV,7.867488568699128,2116,1
29,male,2,own,little,little,5179,36,furniture/equipment,8.552367266423891,841,2
28,male,1,own,little,,2993,21,car,8.0040315078527,784,1
23,female,2,own,little,,1943,18,repairs,7.57198844937744,529,2
50,male,2,own,little,,1559,24,business,7.351799869057777,2500,1
47,male,2,own,little,,3422,18,furniture/equipment,8.137980454452139,2209,1
35,male,2,own,,moderate,3976,21,furniture/equipment,8.288031567776464,1225,1
68,male,2,rent,,,6761,18,car,8.818926087090677,4624,2
28,male,2,own,little,,1249,24,car,7.130098510125578,784,1
59,male,2,own,little,little,1364,9,radio/TV,7.218176838403408,3481,1
57,male,1,own,little,little,709,12,radio/TV,6.563855526532128,3249,2
33,male,2,rent,little,little,2235,20,car,7.711996507047669,1089,2
43,male,2,own,,,4042,24,car,8.304494897963567,1849,1
35,male,2,free,little,,1471,15,radio/TV,7.293697720601438,1225,1
32,male,1,free,little,little,1442,18,car,7.273786317844895,1024,2
45,male,2,own,little,,10875,36,car,9.294221855956884,2025,1
33,male,2,own,moderate,,1474,24,car,7.295735072749282,1089,1
40,female,2,own,,,894,10,education,6.795705775173514,1600,1
28,male,2,free,little,,3343,15,furniture/equipment,8.114623886420098,784,1
29,female,2,own,little,little,3959,15,car,8.28374674710613,841,2
26,male,2,rent,moderate,,3577,9,car,8.182279739259018,676,1
27,male,2,own,rich,,5804,24,car,8.666302614004078,729,1
28,male,2,own,little,,2169,18,business,7.682021510826875,784,2
35,female,2,own,little,little,2439,24,radio/TV,7.79934339821592,1225,2
32,male,1,own,rich,,4526,27,furniture/equipment,8.417593826193484,1024,1
25,male,1,rent,little,,2210,10,furniture/equipment,7.700747794511798,625,2
20,female,2,rent,quite rich,,2221,15,furniture/equipment,7.7057128238944275,400,1
27,female,2,own,little,little,2389,18,radio/TV,7.77863014732581,729,1
42,male,2,own,little,,3331,12,furniture/equipment,8.11102783819368,1764,1
37,male,2,own,,,7409,36,business,8.910450756416656,1369,1
24,female,2,rent,little,little,652,12,furniture/equipment,6.480044561926653,576,1
40,female,2,own,quite rich,,7678,36,furniture/equipment,8.946114375560743,1600,1
46,male,2,own,little,rich,1343,6,car,7.202661196523238,2116,1
26,male,2,own,moderate,little,1382,24,business,7.231287004327616,676,1
24,female,2,own,,,874,15,domestic appliances,6.773080375655535,576,1
29,male,1,own,little,little,3590,12,furniture/equipment,8.185907481482324,841,1
40,female,2,own,rich,moderate,1322,11,car,7.186901020411631,1600,1
36,male,3,free,little,little,1940,18,radio/TV,7.570443252057374,1296,1
28,male,2,own,little,,3595,36,radio/TV,8.187299270155147,784,1
27,male,3,free,little,little,1422,9,car,7.259819610363186,729,2
36,male,2,own,,,6742,30,radio/TV,8.816111895794005,1296,1
38,male,3,own,little,,7814,24,car,8.963672275615016,1444,1
48,male,2,free,,,9277,24,car,9.135293497653272,2304,1
36,male,2,own,,moderate,2181,30,car,7.687538766201629,1296,1
65,female,0,own,little,,1098,18,radio/TV,7.001245622069476,4225,1
43,male,2,own,little,moderate,4057,24,furniture/equipment,8.308199063206446,1849,2
53,female,2,own,little,little,795,12,education,6.678342114654332,2809,2
34,male,2,own,,moderate,2825,24,business,7.946263643580541,1156,1
23,male,2,own,little,moderate,15672,48,business,9.659630959624376,529,2
34,male,3,own,little,,6614,36,car,8.796943893541737,1156,1
40,male,2,rent,,,7824,28,car,8.964951211714654,1600,1
43,male,3,own,little,little,2442,27,business,7.80057265467065,1849,1
46,male,2,own,little,,1829,15,radio/TV,7.511524648390866,2116,1
38,male,1,own,little,little,2171,12,car,7.682943169878292,1444,1
34,male,2,own,little,moderate,5800,36,car,8.66561319653451,1156,1
29,male,2,own,,,1169,18,radio/TV,7.063903961472068,841,1
31,male,3,own,,,8947,36,car,9.099073559547596,961,1
28,female,3,rent,little,little,2606,21,radio/TV,7.8655717576847906,784,1
35,female,2,own,rich,,1592,12,furniture/equipment,7.372746366404328,1225,1
33,female,1,rent,,,2186,15,furniture/equipment,7.689828668736484,1089,1
42,male,2,own,little,little,4153,18,furniture/equipment,8.331586243630754,1764,2
43,male,2,rent,little,little,2625,16,car,7.872836175025724,1849,2
44,male,2,own,,,3485,20,car,8.156223323194624,1936,1
42,male,2,free,,,10477,36,car,9.256937657352966,1764,1
40,male,2,rent,,,1386,15,radio/TV,7.234177179749849,1600,1
36,male,3,own,little,,1278,24,radio/TV,7.15305163493748,1296,1
20,male,3,rent,little,little,1107,12,radio/TV,7.009408932708637,400,1
24,male,1,own,,little,3763,21,car,8.232971790593437,576,1
27,male,2,own,,moderate,3711,36,education,8.219056661060598,729,1
46,female,1,own,little,,3594,15,car,8.187021067343505,2116,1
33,female,1,own,,moderate,3195,9,car,8.069342366811636,1089,1
34,female,2,own,little,,4454,36,radio/TV,8.401557847817314,1156,1
25,female,1,own,little,moderate,4736,24,furniture/equipment,8.462948176563842,625,2
25,female,2,own,,moderate,2991,30,radio/TV,8.003363058629947,625,1
28,male,2,own,rich,,2142,11,business,7.669495251007694,784,1
31,male,2,rent,little,little,3161,24,business,8.058643712215618,961,2
32,female,3,own,little,moderate,18424,48,vacation/others,9.82140944150052,1024,2
32,male,2,own,moderate,,2848,10,car,7.954372272531867,1024,1
68,male,3,own,little,little,14896,6,car,9.608847999516849,4624,2
33,male,2,own,moderate,little,2359,24,furniture/equipment,7.765993079407675,1089,2
39,male,3,rent,little,little,3345,24,furniture/equipment,8.11522197256233,1521,2
28,female,2,own,little,,1817,18,furniture/equipment,7.504942068396171,784,1
37,male,3,own,quite rich,,12749,48,radio/TV,9.45320811613812,1369,1
22,female,2,rent,little,little,1366,9,radio/TV,7.219642040130735,484,2
30,male,2,rent,little,moderate,2002,12,car,7.601901959875166,900,1
55,male,2,own,little,little,6872,24,furniture/equipment,8.835210463664092,3025,2
46,male,2,own,little,little,697,12,car,6.546785410760524,2116,2
21,female,2,rent,little,little,1049,18,furniture/equipment,6.955592608396297,441,1
39,male,2,free,little,little,10297,48,car,9.239607869656751,1521,2
58,male,2,own,,,1867,30,radio/TV,7.532088143541722,3364,1
43,male,1,own,little,little,1344,12,car,7.203405521083095,1849,1
24,male,1,own,little,little,1747,24,furniture/equipment,7.465655310134056,576,1
22,female,2,own,little,moderate,1670,9,radio/TV,7.4205789054108,484,2
30,male,2,own,little,,1224,9,car,7.109879463072272,900,1
42,male,2,own,quite rich,,522,12,radio/TV,6.257667587882639,1764,1
23,female,2,own,little,little,1498,12,radio/TV,7.311886164077165,529,1
30,male,3,own,moderate,moderate,1919,30,radio/TV,7.5595594960077,900,2
28,female,1,own,little,rich,745,9,radio/TV,6.61338421837956,784,2
30,male,3,rent,little,moderate,2063,6,radio/TV,7.631916513071252,900,1
42,male,2,free,little,moderate,6288,60,education,8.746398334109042,1764,2
46,male,3,own,,,6842,24,car,8.830835365537549,2116,1
45,male,3,own,,,3527,12,car,8.168202930236053,2025,1
31,male,1,own,little,,1546,10,car,7.343426229147367,961,1
31,male,2,own,,,929,24,furniture/equipment,6.834108738813838,961,1
42,male,1,own,little,,1455,4,car,7.282761179605593,1764,1
46,female,2,rent,little,little,1845,15,furniture/equipment,7.520234556474628,2116,1
30,female,2,own,quite rich,moderate,8358,48,car,9.03097444300786,900,1
30,male,2,free,quite rich,little,3349,24,furniture/equipment,8.116417072794205,900,2
38,male,3,own,,,2859,12,car,7.958227192322312,1444,1
43,male,1,own,little,,1533,18,furniture/equipment,7.334981878871814,1849,2
31,male,2,own,moderate,,3621,24,radio/TV,8.19450550976564,961,2
40,male,0,own,little,moderate,3590,18,business,8.185907481482324,1600,1
24,male,2,own,little,little,2145,36,business,7.670894831362117,576,2
28,female,2,rent,quite rich,moderate,4113,24,car,8.321907968230423,784,2
26,female,3,own,little,,10974,36,furniture/equipment,9.30328411761892,676,2
29,female,2,own,little,little,1893,12,car,7.545918151209323,841,1
57,female,3,rent,rich,little,1231,24,radio/TV,7.115582126184454,3249,1
49,male,1,own,,rich,3656,30,radio/TV,8.204124932574041,2401,1
37,male,1,own,little,moderate,1154,9,radio/TV,7.050989447068045,1369,1
45,male,1,own,little,little,4006,28,car,8.295548516225763,2025,2
30,male,2,free,moderate,moderate,3069,24,furniture/equipment,8.029107054619736,900,1
30,male,2,rent,little,,1740,6,radio/TV,7.461640392208575,900,1
47,male,2,own,little,moderate,2353,21,car,7.763446388727362,2209,1
29,male,2,own,,,3556,15,car,8.176391596633795,841,1
35,male,2,own,quite rich,,2397,24,radio/TV,7.781973234434385,1225,2
22,male,1,own,little,moderate,454,6,repairs,6.118097198041348,484,1
26,female,2,own,,moderate,1715,30,radio/TV,7.44716835960004,676,1
23,male,1,own,quite rich,moderate,2520,27,radio/TV,7.832014180505469,529,2
54,female,3,rent,little,,3568,15,radio/TV,8.1797604936999,2916,1
29,male,2,rent,,,7166,42,radio/TV,8.8771028978649,841,1
40,male,1,own,little,little,3939,11,car,8.278682162970906,1600,1
22,male,2,own,moderate,moderate,1514,15,repairs,7.322510433997394,484,1
43,male,1,own,little,,7393,24,car,8.9082888855571,1849,1
29,female,0,rent,little,little,1193,24,car,7.084226422097916,841,2
36,male,2,rent,little,little,7297,60,business,8.89521858376562,1296,2
33,female,2,own,little,,2831,30,radio/TV,7.9483852851118995,1089,1
57,female,1,own,quite rich,rich,1258,24,radio/TV,7.1372784372603855,3249,1
64,female,2,own,little,moderate,753,6,radio/TV,6.6240652277998935,4096,1
42,male,2,own,,moderate,2427,18,business,7.794411205726601,1764,1
47,male,1,own,little,,2538,24,car,7.839131648274333,2209,2
25,male,2,rent,moderate,moderate,1264,15,car,7.142036574706803,625,2
49,male,2,own,little,moderate,8386,30,furniture/equipment,9.034318927730707,2401,2
33,male,3,rent,little,,4844,48,business,8.485496104672983,1089,2
28,female,3,own,moderate,rich,2923,21,car,7.980365765111246,784,1
26,male,2,own,little,little,8229,36,car,9.015419779605711,676,2
30,male,1,own,little,,2028,24,furniture/equipment,7.614805364711073,900,1
25,female,2,rent,little,little,1433,15,furniture/equipment,7.267525427828172,625,1
33,male,2,own,little,rich,6289,42,business,8.746557354543503,1089,1
64,female,2,own,moderate,,1409,13,radio/TV,7.25063551189868,4096,1
29,male,3,free,little,little,6579,24,car,8.791638037085997,841,1
48,male,1,own,little,moderate,1743,24,radio/TV,7.463363045520021,2304,1
37,male,1,own,,,3565,12,education,8.178919332848396,1369,1
34,male,1,own,moderate,,1569,15,radio/TV,7.358193752733032,1156,1
23,male,1,rent,,little,1936,18,radio/TV,7.568379267836522,529,1
30,male,3,own,little,little,3959,36,furniture/equipment,8.28374674710613,900,1
50,male,2,own,,,2390,12,car,7.779048644925556,2500,1
31,female,1,own,little,,1736,12,furniture/equipment,7.459338895220296,961,1
40,male,3,own,little,little,3857,30,car,8.257644958208228,1600,1
38,male,2,own,little,,804,12,radio/TV,6.689599269178967,1444,1
23,male,2,free,little,little,1845,45,radio/TV,7.520234556474628,529,2
27,male,2,own,moderate,moderate,4576,45,car,8.428580533059634,729,1
